categorymap_id,category_id
4163814,4090730
4163815,2547722
4163816,2409937
4163817,1212701
4163818,4061216
4163819,3478714
4163820,1625300
4163821,2587827
4163822,2209822
4163823,4986498
4163824,2237203
4163825,4244990
4163826,163196
4163827,4096857
4163828,4193097
4163829,864277
4163830,1534678
4163831,1764555
4163832,1230484
4163833,883306
4163834,3272055
4163835,1961203
4163836,1628030
4163837,4588777
4163838,4337040
4163839,4233539
4163840,224739
4163841,461302
4163842,3867633
4163843,3676677
4163844,3194089
4163845,1294747
4163846,2751130
4163847,377676
4163848,393663
4163849,1637551
4163850,382095
4163851,4858047
4163852,3903733
4163853,3579
4163854,4391390
4163855,88117
4163856,3797203
4163857,245312
4163858,1632647
4163859,4304606
4163860,2156319
4163861,2431277
4163862,2333456
4163863,2982680
4163864,1113817
4163865,1026507
4163866,3253440
4163867,642764
4163868,3378887
4163869,1032578
4163870,1610367
4163871,4097839
4163872,4904396
4163873,4364751
4163874,1608693
4163875,3011767
4163876,3707926
4163877,3195765
4163878,4130426
4163879,1745061
4163880,4358072
4163881,4424259
4163882,1977169
4163883,3371868
4163884,5045733
4163885,2007807
4163886,1999982
4163887,4819570
4163888,2147505
4163889,3675862
4163890,1982376
4163891,1987259
4163892,1918078
4163893,91834
4163894,5117234
4163895,1547412
4163896,3710855
4163897,287137
4163898,2115280
4163899,2626421
4163900,3544478
4163901,360595
4163902,3508382
4163903,734414
4163904,1960675
4163905,3624267
4163906,3978805
4163907,1988896
4163908,3820436
4163909,3611467
4163910,2854852
4163911,5144304
4163912,1674186
4163913,4333465
4163914,1000858
4163915,2630980
4163916,668960
4163917,3416804
4163918,5085490
4163919,2247127
4163920,1540196
4163921,4387026
4163922,4011278
4163923,5055329
4163924,3829657
4163925,4840206
4163926,454621
4163927,2131278
4163928,1341208
4163929,2841919
4163930,963518
4163931,4220691
4163932,1132429
4163933,2718588
4163934,556840
4163935,4303322
4163936,1228115
4163937,2271070
4163938,3521514
4163939,1847889
4163940,3099787
4163941,1805756
4163942,4821295
4163943,4580532
4163944,914224
4163945,4708262
4163946,1260607
4163947,227347
4163948,45781
4163949,1392765
4163950,3956037
4163951,931904
4163952,2593765
4163953,317647
4163954,1351707
4163955,1159794
4163956,4121221
4163957,845991
4163958,825827
4163959,5093750
4163960,4202726
4163961,125443
4163962,1396974
4163963,3247211
4163964,3427587
4163965,878254
4163966,4857579
4163967,2774299
4163968,715950
4163969,906660
4163970,3812995
4163971,3620161
4163972,3062356
4163973,1506939
4163974,4591767
4163975,4334671
4163976,2413768
4163977,3123178
4163978,4527334
4163979,2137141
4163980,2374871
4163981,1020087
4163982,3623883
4163983,1415581
4163984,646234
4163985,3522370
4163986,1080925
4163987,949896
4163988,3739206
4163989,4296101
4163990,3562452
4163991,2425393
4163992,3126258
4163993,2774920
4163994,2640327
4163995,4108642
4163996,2964467
4163997,3144331
4163998,2678261
4163999,4084685
4164000,58836
4164001,794153
4164002,357197
4164003,4451955
4164004,3369970
4164005,1736513
4164006,5132867
4164007,4337739
4164008,4078898
4164009,2161504
4164010,5035188
4164011,5153518
4164012,3415505
4164013,2756070
4164014,1026155
4164015,3117587
4164016,3962527
4164017,3155613
4164018,2657549
4164019,4617666
4164020,3495606
4164021,1279737
4164022,379687
4164023,4942468
4164024,4785750
4164025,3458525
4164026,2059323
4164027,3641324
4164028,3767524
4164029,1490271
4164030,291354
4164031,5091710
4164032,1132465
4164033,960298
4164034,3481396
4164035,2805089
4164036,3188314
4164037,2004064
4164038,839167
4164039,1948343
4164040,5066426
4164041,4336046
4164042,1746357
4164043,2169876
4164044,1881956
4164045,237446
4164046,72526
4164047,3147903
4164048,2787541
4164049,294296
4164050,604492
4164051,2565857
4164052,4983640
4164053,4644351
4164054,1229885
4164055,2332625
4164056,2242999
4164057,2202773
4164058,3707383
4164059,979761
4164060,3753279
4164061,1189153
4164062,4374048
4164063,4740174
4164064,3521143
4164065,3433325
4164066,1619113
4164067,2665393
4164068,703852
4164069,4741040
4164070,796715
4164071,2008580
4164072,2802293
4164073,4964406
4164074,495220
4164075,3962841
4164076,2163653
4164077,69317
4164078,4163659
4164079,3946580
4164080,3367526
4164081,5044001
4164082,3054014
4164083,540862
4164084,255113
4164085,2363129
4164086,36289
4164087,524690
4164088,3844144
4164089,565751
4164090,467470
4164091,3755957
4164092,1573465
4164093,1772188
4164094,4603053
4164095,833866
4164096,4493529
4164097,4849381
4164098,2135940
4164099,65951
4164100,95195
4164101,3311788
4164102,1881274
4164103,2815537
4164104,805111
4164105,1021514
4164106,3049433
4164107,2292548
4164108,1151115
4164109,2666911
4164110,789547
4164111,1807584
4164112,3835723
4164113,3332130
4164114,604890
4164115,2580472
4164116,5028877
4164117,3425243
4164118,1867110
4164119,860408
4164120,436979
4164121,2559771
4164122,2319611
4164123,2884555
4164124,2909773
4164125,4214565
4164126,4132179
4164127,3052350
4164128,4253006
4164129,197654
4164130,2896749
4164131,318219
4164132,835253
4164133,5039255
4164134,4292257
4164135,3315699
4164136,4601287
4164137,3689668
4164138,3065645
4164139,604296
4164140,4949807
4164141,3157993
4164142,1303652
4164143,4931395
4164144,2640118
4164145,3341847
4164146,586317
4164147,4510514
4164148,3185664
4164149,3810222
4164150,844760
4164151,4577044
4164152,1028049
4164153,1545822
4164154,2091632
4164155,922189
4164156,2716442
4164157,4858656
4164158,4256741
4164159,672475
4164160,3663224
4164161,797761
4164162,1430205
4164163,5145245
4164164,4822258
4164165,891778
4164166,1769265
4164167,1999309
4164168,4279684
4164169,2479420
4164170,3468569
4164171,4132735
4164172,1968703
4164173,2375123
4164174,2464603
4164175,3567828
4164176,1995257
4164177,3715529
4164178,747109
4164179,3324385
4164180,1945301
4164181,4170025
4164182,456244
4164183,372171
4164184,1959677
4164185,2588397
4164186,108936
4164187,47156
4164188,377795
4164189,999101
4164190,645488
4164191,856881
4164192,4584709
4164193,3001296
4164194,3252144
4164195,183265
4164196,4388197
4164197,4153434
4164198,731293
4164199,3890984
4164200,4473353
4164201,2682627
4164202,833103
4164203,716840
4164204,4713427
4164205,2538849
4164206,2672706
4164207,724157
4164208,2101300
4164209,1636703
4164210,1793060
4164211,728641
4164212,2956048
4164213,4069129
4164214,888921
4164215,3865394
4164216,5131430
4164217,1667875
4164218,4358294
4164219,336038
4164220,715487
4164221,4924285
4164222,4322275
4164223,2065526
4164224,101859
4164225,1479983
4164226,4982192
4164227,2754049
4164228,4183103
4164229,2477357
4164230,4924524
4164231,5021519
4164232,3360704
4164233,1916566
4164234,1025469
4164235,1372635
4164236,629343
4164237,2957140
4164238,3777010
4164239,1697889
4164240,837019
4164241,579914
4164242,1989306
4164243,1554614
4164244,181348
4164245,4700878
4164246,3346906
4164247,2846152
4164248,3989080
4164249,1038282
4164250,5045220
4164251,1355400
4164252,4370954
4164253,2362330
4164254,2768009
4164255,5140004
4164256,1494023
4164257,293671
4164258,4216573
4164259,5140415
4164260,3584637
4164261,922434
4164262,2524663
4164263,1816096
4164264,2069606
4164265,3385899
4164266,3531700
4164267,2226482
4164268,4559160
4164269,3191144
4164270,2336370
4164271,1989492
4164272,2633457
4164273,4848899
4164274,5140516
4164275,4533810
4164276,2188455
4164277,505583
4164278,1547974
4164279,3301712
4164280,4196603
4164281,4156438
4164282,1653613
4164283,477240
4164284,4855982
4164285,5063923
4164286,139734
4164287,2517448
4164288,3243754
4164289,4519805
4164290,1556634
4164291,2352087
4164292,4183035
4164293,3813272
4164294,3644972
4164295,2764935
4164296,4023951
4164297,341057
4164298,824351
4164299,1154246
4164300,3398456
4164301,2992045
4164302,2450935
4164303,4520456
4164304,562672
4164305,1705845
4164306,875715
4164307,4516118
4164308,3155482
4164309,660942
4164310,1351579
4164311,512916
4164312,4364882
4164313,2904271
4164314,2370776
4164315,3355227
4164316,858185
4164317,3012102
4164318,2535661
4164319,919491
4164320,1104384
4164321,1483857
4164322,527843
4164323,1949094
4164324,2446260
4164325,1335333
4164326,866301
4164327,515200
4164328,1063502
4164329,2737340
4164330,1195469
4164331,3519978
4164332,4724418
4164333,4276715
4164334,2690744
4164335,886708
4164336,3766945
4164337,5150197
4164338,4116886
4164339,800190
4164340,1842203
4164341,2097209
4164342,3701453
4164343,5015017
4164344,3277892
4164345,1149556
4164346,1326763
4164347,3921612
4164348,3654707
4164349,2484494
4164350,1058540
4164351,2769887
4164352,1090207
4164353,2442755
4164354,482940
4164355,924708
4164356,4352893
4164357,240303
4164358,4199627
4164359,1148114
4164360,588281
4164361,4996870
4164362,909901
4164363,1791252
4164364,537820
4164365,2085506
4164366,2451827
4164367,1743226
4164368,4386059
4164369,2334072
4164370,516198
4164371,3064839
4164372,4376427
4164373,3460047
4164374,4797379
4164375,1506018
4164376,1687159
4164377,4659155
4164378,1826051
4164379,1566469
4164380,4355267
4164381,4784134
4164382,1993867
4164383,1718072
4164384,876318
4164385,4091515
4164386,2144884
4164387,4676764
4164388,1165503
4164389,2382826
4164390,2572604
4164391,3470764
4164392,653715
4164393,399980
4164394,1072973
4164395,2967410
4164396,3866121
4164397,836490
4164398,1579551
4164399,3009851
4164400,117196
4164401,5090914
4164402,3233284
4164403,3274258
4164404,3586920
4164405,1686309
4164406,3937919
4164407,385383
4164408,269606
4164409,312333
4164410,83555
4164411,2588049
4164412,3535579
4164413,4399644
4164414,154938
4164415,4624272
4164416,5083778
4164417,2390349
4164418,3461081
4164419,3259456
4164420,459086
4164421,589018
4164422,2590902
4164423,77546
4164424,310192
4164425,1074254
4164426,721242
4164427,2845138
4164428,3166478
4164429,841977
4164430,2544853
4164431,4397687
4164432,1200699
4164433,2809539
4164434,3331319
4164435,1869802
4164436,5004150
4164437,1180396
4164438,952949
4164439,3395271
4164440,4311343
4164441,3138956
4164442,2462191
4164443,2453230
4164444,3496986
4164445,899505
4164446,166281
4164447,3768471
4164448,2695311
4164449,4806751
4164450,3244208
4164451,557684
4164452,3255031
4164453,827577
4164454,4773090
4164455,1612623
4164456,1566203
4164457,4169253
4164458,1397059
4164459,2354818
4164460,424676
4164461,1024932
4164462,2235838
4164463,2218016
4164464,4339963
4164465,399287
4164466,4274280
4164467,3717662
4164468,4249062
4164469,2783482
4164470,716577
4164471,1555304
4164472,2649129
4164473,3917972
4164474,4662072
4164475,1488813
4164476,1265208
4164477,4811080
4164478,1759436
4164479,1254635
4164480,4531179
4164481,850104
4164482,4443553
4164483,1740555
4164484,1461957
4164485,4776297
4164486,3030604
4164487,157636
4164488,3753919
4164489,2550060
4164490,4542991
4164491,3802530
4164492,783366
4164493,3061129
4164494,645479
4164495,3948861
4164496,1059480
4164497,4174317
4164498,2729862
4164499,4867561
4164500,699361
4164501,3041259
4164502,2627359
4164503,4855945
4164504,751979
4164505,4696539
4164506,2643222
4164507,427759
4164508,438725
4164509,1246069
4164510,2858794
4164511,516813
4164512,2053851
4164513,3093405
4164514,4900860
4164515,3105772
4164516,2765736
4164517,1986754
4164518,890050
4164519,1123935
4164520,90791
4164521,2871822
4164522,2285980
4164523,4542855
4164524,4994388
4164525,2925160
4164526,1363301
4164527,486644
4164528,3456641
4164529,1642108
4164530,2637064
4164531,4242742
4164532,1350540
4164533,5084833
4164534,4545149
4164535,1320782
4164536,1582751
4164537,2880419
4164538,5153540
4164539,3870839
4164540,3617337
4164541,208792
4164542,2475942
4164543,1766872
4164544,2174838
4164545,1617627
4164546,3661711
4164547,673889
4164548,3846119
4164549,4822722
4164550,4971646
4164551,1923495
4164552,4477956
4164553,4121327
4164554,1902627
4164555,4135739
4164556,1585183
4164557,25791
4164558,274936
4164559,300699
4164560,753736
4164561,2644484
4164562,4953972
4164563,4143437
4164564,4897718
4164565,4292858
4164566,4491457
4164567,2433321
4164568,1498547
4164569,453243
4164570,1929875
4164571,2966276
4164572,1342747
4164573,3097358
4164574,3511975
4164575,3538807
4164576,4756105
4164577,386405
4164578,5150593
4164579,2727862
4164580,1282448
4164581,2175108
4164582,3372283
4164583,2736436
4164584,4570434
4164585,1775706
4164586,3762996
4164587,3935164
4164588,2360839
4164589,815579
4164590,3123187
4164591,3428791
4164592,2363745
4164593,3528894
4164594,447553
4164595,4530743
4164596,5016246
4164597,65362
4164598,4976839
4164599,4060157
4164600,3013799
4164601,883960
4164602,4986145
4164603,4855870
4164604,5019564
4164605,2116462
4164606,3588328
4164607,4091042
4164608,2969269
4164609,3680035
4164610,5032953
4164611,4284910
4164612,4154416
4164613,4113936
4164614,3046285
4164615,2011389
4164616,1228328
4164617,3418507
4164618,437127
4164619,4339722
4164620,4664549
4164621,2601172
4164622,1972769
4164623,4560542
4164624,99763
4164625,2905937
4164626,1175965
4164627,1535500
4164628,1472127
4164629,3286162
4164630,3807068
4164631,3861374
4164632,3213921
4164633,793987
4164634,1800355
4164635,3822453
4164636,4195683
4164637,143013
4164638,2723232
4164639,3301175
4164640,1766039
4164641,2219395
4164642,2001772
4164643,5054246
4164644,766297
4164645,2377125
4164646,2031905
4164647,2618630
4164648,3067195
4164649,4345501
4164650,1081037
4164651,2767667
4164652,3333758
4164653,663716
4164654,2787512
4164655,1959284
4164656,1602933
4164657,3722276
4164658,4351344
4164659,107693
4164660,2271061
4164661,3757834
4164662,431060
4164663,3494943
4164664,2573032
4164665,4187767
4164666,3833754
4164667,3577268
4164668,4903752
4164669,685330
4164670,1276979
4164671,276158
4164672,3679920
4164673,2348188
4164674,3942639
4164675,2318100
4164676,1610512
4164677,2587213
4164678,94423
4164679,838388
4164680,3609454
4164681,3122327
4164682,3122203
4164683,3666135
4164684,4293232
4164685,2872537
4164686,1362985
4164687,4921728
4164688,2833905
4164689,3138002
4164690,3971478
4164691,1944520
4164692,2515261
4164693,3102419
4164694,643174
4164695,3125986
4164696,2715979
4164697,1041428
4164698,4739351
4164699,305551
4164700,3879225
4164701,980025
4164702,1882323
4164703,519791
4164704,3360956
4164705,315794
4164706,4059767
4164707,4793189
4164708,3554791
4164709,2667019
4164710,1010249
4164711,4872327
4164712,5023117
4164713,929495
4164714,2501905
4164715,609839
4164716,951089
4164717,2517195
4164718,1692250
4164719,5156420
4164720,162991
4164721,4245139
4164722,754825
4164723,4503217
4164724,2746662
4164725,585178
4164726,588668
4164727,3526135
4164728,2263836
4164729,2357594
4164730,3710622
4164731,2283708
4164732,1614937
4164733,4524771
4164734,3074365
4164735,4359961
4164736,2875523
4164737,3184947
4164738,541347
4164739,2087597
4164740,2505343
4164741,1595193
4164742,3279507
4164743,393045
4164744,520607
4164745,1087136
4164746,205968
4164747,1834968
4164748,3996607
4164749,3952744
4164750,503900
4164751,3231861
4164752,599382
4164753,1667127
4164754,4882904
4164755,1404491
4164756,2103768
4164757,2102739
4164758,4502010
4164759,3094632
4164760,3954807
4164761,1926217
4164762,1964629
4164763,2299347
4164764,4432036
4164765,4556681
4164766,4201401
4164767,4630498
4164768,1076837
4164769,5002819
4164770,2817793
4164771,3779986
4164772,1790188
4164773,1248746
4164774,4437630
4164775,4057047
4164776,889184
4164777,1247477
4164778,2512862
4164779,3923569
4164780,133742
4164781,4100652
4164782,1127151
4164783,4735133
4164784,829858
4164785,1723409
4164786,3945026
4164787,4823943
4164788,2552099
4164789,4825801
4164790,2145555
4164791,1538288
4164792,4609744
4164793,1964683
4164794,5076642
4164795,2647117
4164796,401357
4164797,1676308
4164798,455059
4164799,1153967
4164800,2147425
4164801,1040356
4164802,3747051
4164803,484123
4164804,830622
4164805,3864364
4164806,2493530
4164807,4578843
4164808,3497174
4164809,893651
4164810,3464658
4164811,1005271
4164812,982081
4164813,4965802
4164814,1589379
4164815,5155437
4164816,2484261
4164817,991317
4164818,1333844
4164819,913428
4164820,1685024
4164821,3084091
4164822,1695680
4164823,2739327
4164824,333295
4164825,2671397
4164826,1310508
4164827,898495
4164828,3602091
4164829,4555638
4164830,3159606
4164831,2004629
4164832,4879255
4164833,2016297
4164834,191050
4164835,4680195
4164836,2142247
4164837,44158
4164838,2935400
4164839,1398739
4164840,1838926
4164841,4371041
4164842,1149018
4164843,1301183
4164844,4856191
4164845,2412920
4164846,3387711
4164847,3116132
4164848,2900985
4164849,590997
4164850,1676950
4164851,140970
4164852,1053244
4164853,930695
4164854,758541
4164855,3356483
4164856,1820304
4164857,2131134
4164858,226606
4164859,3917816
4164860,1109721
4164861,3865465
4164862,1604691
4164863,2578010
4164864,3092636
4164865,3860478
4164866,4690238
4164867,785275
4164868,1946069
4164869,3081594
4164870,4159811
4164871,990111
4164872,1497533
4164873,4006644
4164874,4692440
4164875,3512409
4164876,2839395
4164877,2702284
4164878,1913428
4164879,4860274
4164880,3034658
4164881,1471329
4164882,4046054
4164883,3170922
4164884,4135448
4164885,3398520
4164886,2154134
4164887,4826471
4164888,2883342
4164889,4909025
4164890,4956748
4164891,2599058
4164892,3722349
4164893,2245265
4164894,2442087
4164895,334831
4164896,4118464
4164897,4185481
4164898,3084958
4164899,404668
4164900,3190770
4164901,4980376
4164902,2408283
4164903,4092319
4164904,585280
4164905,3858594
4164906,2448593
4164907,935504
4164908,1375758
4164909,4396514
4164910,1854854
4164911,954435
4164912,1943989
4164913,5030407
4164914,1870250
4164915,4537544
4164916,380289
4164917,4811586
4164918,4880845
4164919,2874052
4164920,1170596
4164921,1211863
4164922,4804081
4164923,3282340
4164924,3502005
4164925,2002305
4164926,514392
4164927,1462051
4164928,5057769
4164929,1995600
4164930,1281227
4164931,2954645
4164932,4671427
4164933,2374858
4164934,2287753
4164935,4575207
4164936,2202625
4164937,1953657
4164938,5019025
4164939,5079208
4164940,2644878
4164941,2460103
4164942,5008221
4164943,62106
4164944,2880666
4164945,3277189
4164946,1459422
4164947,2650009
4164948,2748804
4164949,4953826
4164950,3888030
4164951,15890
4164952,3752849
4164953,2996421
4164954,1189645
4164955,3013806
4164956,3255541
4164957,1653688
4164958,844212
4164959,5077008
4164960,370944
4164961,1900997
4164962,157878
4164963,972851
4164964,1110267
4164965,1812396
4164966,1728108
4164967,4252155
4164968,694810
4164969,3140218
4164970,4441985
4164971,3795317
4164972,3874673
4164973,3791692
4164974,228974
4164975,4365210
4164976,2714949
4164977,1391083
4164978,3260123
4164979,4388856
4164980,3899528
4164981,582098
4164982,3980838
4164983,5003510
4164984,3843999
4164985,2267067
4164986,1581081
4164987,436743
4164988,4395670
4164989,2767575
4164990,1958275
4164991,3414763
4164992,383530
4164993,2075481
4164994,1419569
4164995,90326
4164996,887729
4164997,2703301
4164998,1603542
4164999,1701543
4165000,4664792
4165001,2827663
4165002,3293531
4165003,3794706
4165004,3740731
4165005,4063057
4165006,4177144
4165007,3335147
4165008,996587
4165009,3838044
4165010,3497467
4165011,2902064
4165012,1645406
4165013,4498139
4165014,4056794
4165015,2281023
4165016,1285003
4165017,324339
4165018,4328885
4165019,805879
4165020,2839154
4165021,1986353
4165022,4857065
4165023,3681960
4165024,4663501
4165025,499665
4165026,25849
4165027,660486
4165028,1107258
4165029,1004392
4165030,981380
4165031,2464463
4165032,4240254
4165033,2432451
4165034,280333
4165035,2935574
4165036,2631608
4165037,4162215
4165038,3756841
4165039,4995843
4165040,3793843
4165041,4613316
4165042,2252844
4165043,4139319
4165044,1573426
4165045,1870941
4165046,4022701
4165047,941949
4165048,2014022
4165049,1049778
4165050,4003338
4165051,3715096
4165052,1517745
4165053,3066289
4165054,4911196
4165055,2162012
4165056,4227487
4165057,2167268
4165058,2829055
4165059,1487638
4165060,4346430
4165061,2214984
4165062,1431810
4165063,4799973
4165064,1188103
4165065,2526041
4165066,1219760
4165067,1963234
4165068,2896348
4165069,4466795
4165070,55312
4165071,4672807
4165072,2590256
4165073,3752350
4165074,293990
4165075,1516260
4165076,2171870
4165077,3473739
4165078,892482
4165079,4349597
4165080,3432990
4165081,1692521
4165082,41527
4165083,2123175
4165084,2064458
4165085,3003158
4165086,4943214
4165087,2586826
4165088,4042348
4165089,4642962
4165090,613727
4165091,2722540
4165092,2088808
4165093,2692123
4165094,1957404
4165095,4945060
4165096,4883737
4165097,973389
4165098,278423
4165099,4915680
4165100,882707
4165101,952121
4165102,4241245
4165103,1635619
4165104,1488577
4165105,2974878
4165106,4334077
4165107,1115957
4165108,91435
4165109,2229246
4165110,2535791
4165111,1507574
4165112,1467314
4165113,2351634
4165114,2210612
4165115,4134062
4165116,2331548
4165117,4874384
4165118,3597057
4165119,354256
4165120,3097922
4165121,4653800
4165122,2297466
4165123,3859384
4165124,186756
4165125,4115437
4165126,3374829
4165127,3451327
4165128,202156
4165129,4751680
4165130,4622605
4165131,3399342
4165132,108181
4165133,5066805
4165134,3448504
4165135,3208818
4165136,4933013
4165137,1371504
4165138,4693580
4165139,777142
4165140,1401571
4165141,2992415
4165142,2550195
4165143,1912148
4165144,5013760
4165145,3466318
4165146,2428385
4165147,1672186
4165148,2018601
4165149,4562201
4165150,4686283
4165151,2516180
4165152,1955349
4165153,2891408
4165154,4905058
4165155,2455825
4165156,3763517
4165157,1255142
4165158,564835
4165159,4272374
4165160,4134417
4165161,2343720
4165162,4061348
4165163,3274111
4165164,3621778
4165165,2136933
4165166,4378750
4165167,388626
4165168,4590366
4165169,72090
4165170,1921714
4165171,3336289
4165172,945038
4165173,2476487
4165174,4462359
4165175,4566689
4165176,1569917
4165177,4883976
4165178,3264214
4165179,3938045
4165180,4067222
4165181,2880257
4165182,616601
4165183,4877478
4165184,3448205
4165185,3747017
4165186,792836
4165187,5147697
4165188,4768161
4165189,1820067
4165190,2979796
4165191,5039319
4165192,4174564
4165193,4878483
4165194,1820842
4165195,3857308
4165196,5108490
4165197,896899
4165198,2559809
4165199,2543170
4165200,38198
4165201,72747
4165202,5050076
4165203,2017881
4165204,5067630
4165205,4614690
4165206,1147
4165207,4082906
4165208,4819143
4165209,1194451
4165210,4379500
4165211,2321441
4165212,5052533
4165213,1442693
4165214,924665
4165215,3827546
4165216,971617
4165217,2982027
4165218,222819
4165219,992700
4165220,4748084
4165221,227237
4165222,4788932
4165223,1519819
4165224,1633233
4165225,2843395
4165226,2526614
4165227,4045204
4165228,2125913
4165229,3744190
4165230,2538504
4165231,3483675
4165232,1381217
4165233,4352653
4165234,1390851
4165235,4696969
4165236,2183205
4165237,4437111
4165238,2051499
4165239,2071415
4165240,2578647
4165241,3151084
4165242,4865533
4165243,3386305
4165244,389589
4165245,2339772
4165246,104028
4165247,1966972
4165248,451092
4165249,2585015
4165250,781799
4165251,3751309
4165252,4201517
4165253,2829703
4165254,5041153
4165255,589117
4165256,4390145
4165257,690037
4165258,1032185
4165259,2310882
4165260,3490473
4165261,3786116
4165262,1994940
4165263,4239298
4165264,2731466
4165265,3646615
4165266,3459125
4165267,964224
4165268,820727
4165269,497389
4165270,46027
4165271,65720
4165272,2765330
4165273,4627937
4165274,1379027
4165275,746832
4165276,2632488
4165277,3572783
4165278,4358542
4165279,3516880
4165280,3278662
4165281,4791623
4165282,4684862
4165283,2910107
4165284,1632153
4165285,142059
4165286,1178626
4165287,620409
4165288,3963145
4165289,1573863
4165290,3176262
4165291,1089289
4165292,1681934
4165293,330885
4165294,3809976
4165295,2293367
4165296,760108
4165297,1824204
4165298,4294512
4165299,714348
4165300,3177782
4165301,2783548
4165302,2046012
4165303,3297717
4165304,2636508
4165305,173174
4165306,2003083
4165307,556049
4165308,2921604
4165309,4995985
4165310,1197761
4165311,97554
4165312,2103141
4165313,4410579
4165314,1264985
4165315,4908092
4165316,189438
4165317,4939021
4165318,3232886
4165319,1035114
4165320,2887965
4165321,3298620
4165322,4761031
4165323,4039865
4165324,3730378
4165325,4615159
4165326,2154669
4165327,1349710
4165328,3859698
4165329,643244
4165330,158300
4165331,1988611
4165332,3327428
4165333,2671905
4165334,4475318
4165335,3840609
4165336,5052904
4165337,3353949
4165338,3533922
4165339,2144044
4165340,3571884
4165341,1291624
4165342,753591
4165343,3582241
4165344,4152593
4165345,2127597
4165346,1128240
4165347,1581018
4165348,2354680
4165349,1231387
4165350,3955696
4165351,470506
4165352,1850548
4165353,3844704
4165354,4089476
4165355,4107038
4165356,1173843
4165357,3880463
4165358,3975787
4165359,5047668
4165360,2771528
4165361,18905
4165362,3930189
4165363,4499911
4165364,2940518
4165365,3774768
4165366,4649218
4165367,1950665
4165368,4246855
4165369,3791863
4165370,3358347
4165371,2687903
4165372,1429536
4165373,1949910
4165374,3124868
4165375,430834
4165376,602012
4165377,3761180
4165378,1811343
4165379,1370506
4165380,4817379
4165381,61626
4165382,4169506
4165383,3397084
4165384,207891
4165385,1702525
4165386,1688095
4165387,4528620
4165388,2232382
4165389,4960437
4165390,2958355
4165391,2970453
4165392,1008109
4165393,2360356
4165394,2672589
4165395,1771100
4165396,5035745
4165397,1062056
4165398,860357
4165399,3995452
4165400,1106870
4165401,5097436
4165402,2776831
4165403,3713246
4165404,933311
4165405,73014
4165406,2729310
4165407,1388760
4165408,814566
4165409,3902836
4165410,4345977
4165411,4325718
4165412,1898686
4165413,13767
4165414,1278924
4165415,2852310
4165416,454555
4165417,2786284
4165418,3593058
4165419,4792955
4165420,3790685
4165421,3595500
4165422,2674209
4165423,693937
4165424,3087839
4165425,2104564
4165426,3649707
4165427,4758477
4165428,4414464
4165429,3389266
4165430,2850194
4165431,1617568
4165432,2850638
4165433,1183107
4165434,2890111
4165435,4801635
4165436,4177487
4165437,2753808
4165438,1459781
4165439,3200258
4165440,1895809
4165441,1498776
4165442,1951419
4165443,3979081
4165444,2778281
4165445,784055
4165446,3222568
4165447,2160208
4165448,5099474
4165449,2968219
4165450,2952811
4165451,3165623
4165452,1343413
4165453,2020240
4165454,4265997
4165455,4372990
4165456,3825436
4165457,4775659
4165458,3467332
4165459,4059369
4165460,5089657
4165461,960102
4165462,2462168
4165463,4553088
4165464,3958932
4165465,4418019
4165466,4847838
4165467,1798067
4165468,4222630
4165469,916918
4165470,859055
4165471,3087264
4165472,1622413
4165473,3333535
4165474,800324
4165475,3007355
4165476,871215
4165477,3078074
4165478,3626221
4165479,1551400
4165480,1960523
4165481,1954042
4165482,2665617
4165483,4595580
4165484,4926018
4165485,2154867
4165486,4000233
4165487,4415665
4165488,4558987
4165489,3758834
4165490,3910741
4165491,4646689
4165492,4338723
4165493,4035271
4165494,3038780
4165495,2989957
4165496,1533447
4165497,4397248
4165498,5009973
4165499,1006284
4165500,4286569
4165501,3291171
4165502,3626786
4165503,4257951
4165504,4752469
4165505,1496858
4165506,4056651
4165507,4003886
4165508,4972311
4165509,3183680
4165510,568227
4165511,5017401
4165512,1336236
4165513,4884606
4165514,2198870
4165515,763509
4165516,4525872
4165517,200040
4165518,249998
4165519,2181935
4165520,897580
4165521,152639
4165522,4120972
4165523,1169503
4165524,1029459
4165525,172778
4165526,2531265
4165527,2285181
4165528,3817434
4165529,3010483
4165530,3777349
4165531,2930652
4165532,720430
4165533,2368939
4165534,77463
4165535,922825
4165536,3944885
4165537,1903669
4165538,113102
4165539,4765593
4165540,1397281
4165541,2128694
4165542,118577
4165543,2482357
4165544,5126295
4165545,376837
4165546,52368
4165547,4222383
4165548,4992952
4165549,2568036
4165550,576099
4165551,1465845
4165552,767449
4165553,2488933
4165554,437197
4165555,2650391
4165556,1949384
4165557,2554344
4165558,4983053
4165559,370786
4165560,4005883
4165561,3692903
4165562,1198404
4165563,5038268
4165564,2567999
4165565,3771608
4165566,2384854
4165567,2706436
4165568,1853264
4165569,4143978
4165570,243642
4165571,2399425
4165572,3025028
4165573,3873166
4165574,1501592
4165575,1050400
4165576,3947630
4165577,2924780
4165578,1329305
4165579,4331400
4165580,2916918
4165581,2683261
4165582,3557365
4165583,3920939
4165584,3828167
4165585,4295469
4165586,1272549
4165587,526781
4165588,4587489
4165589,2711467
4165590,1825297
4165591,1600403
4165592,4166300
4165593,2824217
4165594,3558290
4165595,2512193
4165596,1986596
4165597,3828937
4165598,1144819
4165599,4267003
4165600,4621551
4165601,2386315
4165602,2157221
4165603,2862133
4165604,1404020
